# Actions and States
# action[0], ..., state[0], ..., command[0], ...
-0.1272314191 0.0064324928 -0.1918597370 -0.0104123466 -0.3399149776 0.0785876742 -0.0855442660 -0.1092594186 0.0000000000 0.0000000000 0.0000000000 0.1312547468 0.9913486730 0.0000000000 -0.9913486730 0.1312547468 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000005000 0.0000000000 0.0000000000 0.4580994148 0.0003597904 0.0805876742 -0.0855442660 -0.1092594186 0.2000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000
-0.1281318218 0.0042788694 -0.1729789525 -0.0101108225 -0.3347603381 0.0785876765 -0.0855442659 -0.1092610728 0.0000009032 0.0000000302 -0.0003308486 0.1313750928 0.9913327316 0.0000179354 -0.9913327257 0.1313750940 -0.0001075877 -0.0001090115 -0.0000036456 0.9999999941 -0.0136986909 -0.0022824475 -0.0154568997 -0.0000019999 0.0000000000 -0.0000000004 0.4580607726 0.0010792510 0.0825876742 -0.0855442660 -0.1092594186 0.2000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000
-0.1289666146 0.0024860534 -0.1555560529 -0.0098272860 -0.3296395838 0.0785877101 -0.0855442648 -0.1092659193 0.0000071308 0.0000002309 -0.0006384527 0.1317342836 0.9912850618 0.0000692195 -0.9912849730 0.1317343011 -0.0004198603 -0.0004253199 -0.0000133063 0.9999999095 -0.0260632589 -0.0042341290 -0.0306794033 -0.0000044992 0.0000000000 -0.0000000025 0.4579454326 0.0017983209 0.0845876742 -0.0855442660 -0.1092594186 0.2000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000
-0.1297394633 0.0010080894 -0.1395110488 -0.0095609808 -0.3245531321 0.0785878532 -0.0855442604 -0.1092737341 0.0000235577 0.0000007212 -0.0009245020 0.1323286194 0.9912058889 0.0001492507 -0.9912054655 0.1323287009 -0.0009166104 -0.0009282998 -0.0000266443 0.9999995688 -0.0371935282 -0.0059032190 -0.0456690516 -0.0000079976 0.0000000000 -0.0000000077 0.4577545643 0.0025167906 0.0865876742 -0.0855442660 -0.1092594186 0.2000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000
-0.1304540783 -0.0001965850 -0.1247607246 -0.0093109645 -0.3195015490 0.0785882299 -0.0855442492 -0.1092843096 0.0000545567 0.0000015668 -0.0011905863 0.1331543931 0.9910952744 0.0002542554 -0.9910940172 0.1331546293 -0.0015791422 -0.0015989356 -0.0000417213 0.9999987208 -0.0471844325 -0.0073319821 -0.0604274046 -0.0000124943 0.0000000000 -0.0000000175 0.4574893292 0.0032345426 0.0885876742 -0.0855442660 -0.1092594186 0.2000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000
-0.1311141104 -0.0011643303 -0.1112206876 -0.0090765199 -0.3144851327 0.0785890059 -0.0855442278 -0.1092974535 0.0001040405 0.0000027901 -0.0014381927 0.1342078956 0.9909531248 0.0003811792 -0.9909502438 0.1342084249 -0.0023901952 -0.0024197288 -0.0000569465 0.9999970708 -0.0561256459 -0.0085573181 -0.0749560477 -0.0000179887 0.0000000000 -0.0000000332 0.4571508803 0.0039514616 0.0905876742 -0.0855442660 -0.1092594186 0.2000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000
-0.1317228526 -0.0019278666 -0.0988070741 -0.0088566216 -0.3095046282 0.0785903839 -0.0855441922 -0.1093129880 0.0001755009 0.0000043778 -0.0016687066 0.1354854200 0.9907791997 0.0005275889 -0.9907735932 0.1354864286 -0.0033338625 -0.0033746028 -0.0000710314 0.9999943035 -0.0641013713 -0.0096113585 -0.0892565801 -0.0000244800 0.0000000000 -0.0000000561 0.4567403616 0.0046674336 0.0925876742 -0.0855442660 -0.1092594186 0.2000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000
-0.1322836876 -0.0025155784 -0.0874387920 -0.0086504025 -0.3045605421 0.0785925995 -0.0855441391 -0.1093307488 0.0002720446 0.0000062879 -0.0018834206 0.1369832638 0.9905731205 0.0006915853 -0.9905633718 0.1369849845 -0.0043955067 -0.0044488076 -0.0000829482 0.9999901006 -0.0711902806 -0.0105219410 -0.1033306348 -0.0000319675 0.0000000001 -0.0000000873 0.4562589083 0.0053823468 0.0945876742 -0.0855442660 -0.1092594186 0.2000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000
-0.1328001171 -0.0029529852 -0.0770369694 -0.0084569361 -0.2996534109 0.0785959176 -0.0855440656 -0.1093505837 0.0003964268 0.0000084563 -0.0020835319 0.1386977308 0.9903343777 0.0008717256 -0.9903187647 0.1387004398 -0.0055616749 -0.0056288266 -0.0000918945 0.9999841538 -0.0774656224 -0.0113131309 -0.1171798678 -0.0000404501 0.0000000002 -0.0000001279 0.4557076462 0.0060960912 0.0965876742 -0.0855442660 -0.1092594186 0.2000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000
-0.1332749873 -0.0032619496 -0.0675275177 -0.0082753599 -0.2947838306 0.0786006289 -0.0855439694 -0.1093723522 0.0005510816 0.0000108014 -0.0022701405 0.1406251318 0.9900623384 0.0010669548 -0.9900388532 0.1406291457 -0.0068200153 -0.0069022852 -0.0000972611 0.9999761742 -0.0829953148 -0.0120056079 -0.1308059597 -0.0000499267 0.0000000003 -0.0000001788 0.4550876922 0.0068085586 0.0985876742 -0.0855442660 -0.1092594186 0.2000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000
