# Actions and States
# action[0], ..., state[0], ..., command[0], ...
-0.1253264397 0.0001052013 -0.0063856826 -0.0133266905 0.0055110231 -0.0628103179 0.1774474589 -0.3332959271 0.0000189160 0.0000003236 -0.0095426393 -0.6383826574 0.7697191532 -0.0000887935 -0.7697191452 -0.6383826636 -0.0001108600 -0.0001420153 -0.0000024251 0.9999999899 -0.0061330335 0.0049135913 0.0052122034 -0.0000098897 0.0000000538 -0.0000048270 -0.0001654592 -0.0000034871 -0.0621726103 0.1774424464 -0.3330130279 0.0211759340 -0.0002499238 0.0009757683 -0.6385490894 0.7695810839 -0.0000888175 0.0000000000 0.0000000000 0.0105936344
-0.1259619743 0.0001104649 -0.0068225181 -0.0133207608 0.0056624445 -0.0628102039 0.1774474608 -0.3333455404 0.0000270285 0.0000004620 -0.0103026888 -0.6384042274 0.7697012596 -0.0001156364 -0.7697012461 -0.6384042379 -0.0001443522 -0.0001849309 -0.0000031496 0.9999999829 -0.0072650001 0.0058221460 0.0059994924 -0.0000128237 0.0000000760 -0.0000063536 -0.0001882143 -0.0000043705 -0.0620623790 0.1774410903 -0.3330079317 0.0229163114 -0.0002930609 0.0010570689 -0.6385915230 0.7695458661 -0.0001156715 0.0000000000 0.0000000000 0.0114652056
-0.1265859902 0.0001147650 -0.0072358013 -0.0133147417 0.0057882466 -0.0628100437 0.1774474636 -0.3333988720 0.0000374566 0.0000006393 -0.0110299256 -0.6384288661 0.7696808178 -0.0001471804 -0.7696807959 -0.6384288831 -0.0001836955 -0.0002353511 -0.0000039946 0.9999999723 -0.0084739967 0.0067933487 0.0068084130 -0.0000162863 0.0000001044 -0.0000081620 -0.0002113406 -0.0000053684 -0.0619434565 0.1774395108 -0.3330024481 0.0246527810 -0.0003395885 0.0011383663 -0.6386373015 0.7695078646 -0.0001472302 0.0000000000 0.0000000000 0.0123349891
-0.1271973699 0.0001180614 -0.0076256962 -0.0133086033 0.0058923196 -0.0628098248 0.1774474673 -0.3334557592 0.0000505828 0.0000008616 -0.0117249442 -0.6384566487 0.7696577642 -0.0001837312 -0.7696577301 -0.6384566751 -0.0002292638 -0.0002937591 -0.0000049649 0.9999999568 -0.0097557321 0.0078239897 0.0076353054 -0.0000203207 0.0000001402 -0.0000102722 -0.0002347302 -0.0000064824 -0.0618158579 0.1774376780 -0.3329965472 0.0263853110 -0.0003894977 0.0012196602 -0.6386864164 0.7694670844 -0.0001837997 0.0000000000 0.0000000000 0.0132029613
-0.1277967393 0.0001203050 -0.0079923915 -0.0133023160 0.0059779552 -0.0628095327 0.1774474723 -0.3335160425 0.0000668124 0.0000011352 -0.0123883967 -0.6384876370 0.7696320462 -0.0002255787 -0.7696319948 -0.6384876768 -0.0002814097 -0.0003606112 -0.0000060640 0.9999999350 -0.0111059354 0.0089108929 0.0084770654 -0.0000249699 0.0000001846 -0.0000127038 -0.0002582917 -0.0000077135 -0.0616796091 0.1774356067 -0.3329902589 0.0281138606 -0.0004427795 0.0013009504 -0.6387388587 0.7694235300 -0.0002256706 0.0000000000 0.0000000000 0.0140690953
-0.1283839792 0.0001214948 -0.0083360868 -0.0132959997 0.0060479390 -0.0628091509 0.1774474788 -0.3335795658 0.0000865720 0.0000014665 -0.0130209028 -0.6385218817 0.7696036201 -0.0002729971 -0.7696035448 -0.6385219400 -0.0003404644 -0.0004363373 -0.0000072944 0.9999999048 -0.0125203599 0.0100509208 0.0093310590 -0.0000302768 0.0000002388 -0.0000154752 -0.0002819483 -0.0000090623 -0.0615347251 0.1774332523 -0.3329835534 0.0298384000 -0.0004994249 0.0013822366 -0.6387946191 0.7693772062 -0.0002731178 0.0000000000 0.0000000000 0.0149333618
-0.1289592236 0.0001215753 -0.0086570056 -0.0132895932 0.0061046281 -0.0628086604 0.1774474871 -0.3336461757 0.0001103082 0.0000018619 -0.0136230883 -0.6385594239 0.7695724500 -0.0003262451 -0.7695723425 -0.6385595072 -0.0004067376 -0.0005213410 -0.0000086569 0.9999998641 -0.0139947916 0.0112409670 0.0101950502 -0.0000362841 0.0000003040 -0.0000186043 -0.0003056348 -0.0000105292 -0.0613812320 0.1774305999 -0.3329764307 0.0315588899 -0.0005594251 0.0014635186 -0.6388536878 0.7693281176 -0.0003264006 0.0000000000 0.0000000000 0.0157957285
-0.1295223385 0.0001205239 -0.0089553772 -0.0132830674 0.0061500156 -0.0628080404 0.1774474975 -0.3337157224 0.0001384864 0.0000023281 -0.0141955719 -0.6386002962 0.7695385065 -0.0003855661 -0.7695383565 -0.6386004126 -0.0004805182 -0.0006159999 -0.0000101512 0.9999998102 -0.0155250461 0.0124779693 0.0110671400 -0.0000430343 0.0000003818 -0.0000221083 -0.0003292965 -0.0000121140 -0.0612191446 0.1774276495 -0.3329689205 0.0332752950 -0.0006227711 0.0015447963 -0.6389160544 0.7692762688 -0.0003857632 0.0000000000 0.0000000000 0.0166561605
-0.1300733835 0.0001183366 -0.0092314631 -0.0132764522 0.0061857947 -0.0628072674 0.1774475105 -0.3337880588 0.0001715893 0.0000028712 -0.0147389792 -0.6386445245 0.7695017659 -0.0004511882 -0.7695015607 -0.6386446838 -0.0005620742 -0.0007206660 -0.0000117755 0.9999997403 -0.0171069740 0.0137589043 0.0119457136 -0.0000505696 0.0000004737 -0.0000260033 -0.0003528870 -0.0000138167 -0.0610484853 0.1774243712 -0.3329609931 0.0349875800 -0.0006894539 0.0016260691 -0.6389817082 0.7692216644 -0.0004514345 0.0000000000 0.0000000000 0.0175146208
-0.1306121051 0.0001149853 -0.0094855353 -0.0132697783 0.0062133884 -0.0628063155 0.1774475263 -0.3338630410 0.0002101157 0.0000034978 -0.0152539325 -0.6386921284 0.7694622091 -0.0005233251 -0.7694619333 -0.6386923427 -0.0006516525 -0.0008356657 -0.0000135266 0.9999996507 -0.0187364701 0.0150807888 0.0128293986 -0.0000589322 0.0000005812 -0.0000303051 -0.0003763675 -0.0000156366 -0.0608692765 0.1774207503 -0.3329526484 0.0366957113 -0.0007594646 0.0017073370 -0.6390506378 0.7691643088 -0.0005236287 0.0000000000 0.0000000000 0.0183710701
-0.1311392486 0.0001104618 -0.0097178705 -0.0132629843 0.0062340060 -0.0628051563 0.1774475456 -0.3339405286 0.0002545795 0.0000042137 -0.0157410668 -0.6387431224 0.7694198210 -0.0006021753 -0.7694194562 -0.6387434060 -0.0007494800 -0.0009613002 -0.0000153998 0.9999995378 -0.0204094714 0.0164406850 0.0137170255 -0.0000681637 0.0000007061 -0.0000350285 -0.0003997051 -0.0000175731 -0.0606815331 0.1774167717 -0.3329439163 0.0383996554 -0.0008327942 0.0017885998 -0.6391228312 0.7691042066 -0.0006025451 0.0000000000 0.0000000000 0.0192254675
-0.1316543967 0.0001047570 -0.0099287732 -0.0132561605 0.0062486702 -0.0628037589 0.1774475686 -0.3340203837 0.0003055080 0.0000050250 -0.0162009788 -0.6387975163 0.7693745901 -0.0006879231 -0.7693741144 -0.6387978865 -0.0008557628 -0.0010978459 -0.0000173889 0.9999993972 -0.0221219614 0.0178356978 0.0146075978 -0.0000783058 0.0000008500 -0.0000401877 -0.0004228722 -0.0000196254 -0.0604852848 0.1774124205 -0.3329347670 0.0400993712 -0.0009094338 0.0018698570 -0.6391982758 0.7690413621 -0.0006883688 0.0000000000 0.0000000000 0.0200777702
-0.1321578622 0.0000978671 -0.0101185450 -0.0132492771 0.0062582423 -0.0628020896 0.1774475960 -0.3341024718 0.0003634411 0.0000059369 -0.0166342863 -0.6388553164 0.7693265075 -0.0007807385 -0.7693258954 -0.6388557931 -0.0009706872 -0.0012455547 -0.0000194864 0.9999992241 -0.0238699745 0.0192629783 0.0155002650 -0.0000893997 0.0000010149 -0.0000457963 -0.0004458457 -0.0000217925 -0.0602805465 0.1774076670 -0.3329252005 0.0417948328 -0.0009893746 0.0019511086 -0.6392769584 0.7689757797 -0.0007812705 0.0000000000 0.0000000000 0.0209279342
-0.1326492429 0.0000897809 -0.0102875186 -0.0132422457 0.0062634554 -0.0628001119 0.1774476282 -0.3341866615 0.0004289299 0.0000069546 -0.0170415907 -0.6389165252 0.7692755671 -0.0008807775 -0.7692747889 -0.6389171319 -0.0010944198 -0.0014046542 -0.0000216829 0.9999990132 -0.0256495971 0.0207197227 0.0163942996 -0.0001014864 0.0000012027 -0.0000518670 -0.0004686061 -0.0000240734 -0.0600673445 0.1774025112 -0.3329152465 0.0434859991 -0.0010726075 0.0020323542 -0.6393588652 0.7689074637 -0.0008814068 0.0000000000 0.0000000000 0.0217759148
-0.1331291944 0.0000805142 -0.0104360310 -0.0132352430 0.0062649245 -0.0627977868 0.1774476657 -0.3342728243 0.0005025355 0.0000080825 -0.0174235139 -0.6389811424 0.7692217646 -0.0009881824 -0.7692207862 -0.6389819061 -0.0012271073 -0.0015753484 -0.0000239680 0.9999987589 -0.0274569714 0.0222031774 0.0172890789 -0.0001146067 0.0000014155 -0.0000584122 -0.0004911370 -0.0000264671 -0.0598456971 0.1773969382 -0.3329048753 0.0451728366 -0.0011591236 0.0021135935 -0.6394439818 0.7688364184 -0.0009889208 0.0000000000 0.0000000000 0.0226216663
-0.1335971951 0.0000700792 -0.0105644185 -0.0132281510 0.0062631746 -0.0627950721 0.1774477092 -0.3343608347 0.0005848278 0.0000093248 -0.0177806438 -0.6390491653 0.7691650977 -0.0011030820 -0.7691638801 -0.6390501168 -0.0013688775 -0.0017578175 -0.0000263292 0.9999984547 -0.0292883009 0.0237106350 0.0181840681 -0.0001288008 0.0000016552 -0.0000654433 -0.0005134249 -0.0000289722 -0.0596156232 0.1773909181 -0.3328941166 0.0468553156 -0.0012489140 0.0021948265 -0.6395322928 0.7687626481 -0.0011039418 0.0000000000 0.0000000000 0.0234651427
-0.1340538412 0.0000584684 -0.0106730601 -0.0132210599 0.0062586474 -0.0627919231 0.1774477592 -0.3344505703 0.0006763848 0.0000106846 -0.0181135947 -0.6391205887 0.7691055656 -0.0012255916 -0.7691040645 -0.6391217631 -0.0015198391 -0.0019522190 -0.0000287530 0.9999980940 -0.0311398494 0.0252394347 0.0190788074 -0.0001441089 0.0000019242 -0.0000729712 -0.0005354582 -0.0000315874 -0.0593771487 0.1773844510 -0.3328829408 0.0485333949 -0.0013419698 0.0022760530 -0.6396237826 0.7686861568 -0.0012265860 0.0000000000 0.0000000000 0.0243062982
-0.1344992518 0.0000457121 -0.0107623069 -0.0132139679 0.0062517216 -0.0627882919 0.1774478162 -0.3345419117 0.0007777910 0.0000121647 -0.0184229499 -0.6391954053 0.7690431689 -0.0013558136 -0.7690413343 -0.6391968425 -0.0016800822 -0.0021586875 -0.0000312242 0.9999976695 -0.0330079461 0.0267869713 0.0199728998 -0.0001605707 0.0000022246 -0.0000810063 -0.0005572276 -0.0000343116 -0.0591302961 0.1773774922 -0.3328713477 0.0502070487 -0.0014382820 0.0023572722 -0.6397184346 0.7686069488 -0.0013569562 0.0000000000 0.0000000000 0.0251450869
-0.1349329799 0.0000317935 -0.0108325444 -0.0132066375 0.0062427102 -0.0627841278 0.1774478810 -0.3346347423 0.0008896364 0.0000137668 -0.0187092862 -0.6392736063 0.7689779091 -0.0014938376 -0.7689756853 -0.6392753508 -0.0018496786 -0.0023773355 -0.0000337259 0.9999971736 -0.0348889861 0.0283506848 0.0208660029 -0.0001782255 0.0000025589 -0.0000895584 -0.0005787251 -0.0000371432 -0.0588750876 0.1773700565 -0.3328593671 0.0518762358 -0.0015378417 0.0024384845 -0.6398162317 0.7685250280 -0.0014951429 0.0000000000 0.0000000000 0.0259814640
-0.1353558153 0.0000167685 -0.0108841527 -0.0131994272 0.0062318882 -0.0627793772 0.1774479541 -0.3347289485 0.0010125157 0.0000154919 -0.0189732031 -0.6393551812 0.7689097889 -0.0016397408 -0.7689071136 -0.6393572829 -0.0020286820 -0.0026082537 -0.0000362400 0.9999965978 -0.0367794301 0.0299280731 0.0217578187 -0.0001971124 0.0000029295 -0.0000986366 -0.0005999443 -0.0000400810 -0.0586115420 0.1773621142 -0.3328469694 0.0535409264 -0.0016406401 0.0025196893 -0.6399171560 0.7684403986 -0.0016412235 0.0000000000 0.0000000000 0.0268153853
-0.1357671916 0.0000006417 -0.0109175332 -0.0131921265 0.0062194839 -0.0627739833 0.1774480362 -0.3348244197 0.0011470269 0.0000173401 -0.0192152588 -0.6394401179 0.7688388119 -0.0017935878 -0.7688356160 -0.6394426322 -0.0022171288 -0.0028515112 -0.0000387469 0.9999959337 -0.0386758135 0.0315166783 0.0226480884 -0.0002172698 0.0000033389 -0.0001082494 -0.0006208799 -0.0000431234 -0.0583396852 0.1773536503 -0.3328341544 0.0552010871 -0.0017466680 0.0026008864 -0.6400211890 0.7683530645 -0.0017952636 0.0000000000 0.0000000000 0.0276468081
-0.1361674964 -0.0000165589 -0.0109330909 -0.0131847970 0.0062056934 -0.0627678866 0.1774481277 -0.3349210479 0.0012937707 0.0000193104 -0.0194360403 -0.6395284033 0.7687649821 -0.0019554315 -0.7687611898 -0.6395313914 -0.0024150378 -0.0031071564 -0.0000412254 0.9999951719 -0.0405747436 0.0331140992 0.0235365861 -0.0002387360 0.0000037897 -0.0001184051 -0.0006415276 -0.0000462690 -0.0580595396 0.1773446351 -0.3328209519 0.0568566807 -0.0018559168 0.0026820756 -0.6401283117 0.7682630294 -0.0019573162 0.0000000000 0.0000000000 0.0284756911
-0.1365568787 -0.0000348240 -0.0109312292 -0.0131774964 0.0061906879 -0.0627610243 0.1774482295 -0.3350187283 0.0014533492 0.0000214008 -0.0196361143 -0.6396200229 0.7686883044 -0.0021253129 -0.7686838324 -0.6396235524 -0.0026224112 -0.0033752170 -0.0000436530 0.9999943030 -0.0424729029 0.0347179867 0.0244231137 -0.0002615488 0.0000042847 -0.0001291111 -0.0006618839 -0.0000495163 -0.0577711277 0.1773350835 -0.3328073621 0.0585076809 -0.0019683775 0.0027632564 -0.6402385042 0.7681702974 -0.0021274231 0.0000000000 0.0000000000 0.0293019952
-0.1369358599 -0.0000540875 -0.0109123783 -0.0131701063 0.0061746091 -0.0627533308 0.1774483419 -0.3351173587 0.0016263651 0.0000236082 -0.0198160392 -0.6397149613 0.7686087843 -0.0023032615 -0.7686035416 -0.6397191060 -0.0028392343 -0.0036557008 -0.0000460057 0.9999933168 -0.0443670471 0.0363260471 0.0253074977 -0.0002857456 0.0000048266 -0.0001403744 -0.0006819461 -0.0000528639 -0.0574744679 0.1773249507 -0.3327933252 0.0601540469 -0.0020840410 0.0028444291 -0.6403517464 0.7680748721 -0.0023056140 0.0000000000 0.0000000000 0.0301256833
-0.1373036951 -0.0000743521 -0.0108769359 -0.0131626874 0.0061575854 -0.0627447373 0.1774484657 -0.3352168397 0.0018134205 0.0000259280 -0.0199763460 -0.6398132022 0.7685264275 -0.0024892956 -0.7685203152 -0.6398180428 -0.0030654768 -0.0039485961 -0.0000482583 0.9999922031 -0.0462540174 0.0379360362 0.0261895847 -0.0003113631 0.0000054184 -0.0001522014 -0.0007017123 -0.0000563103 -0.0571695939 0.1773142368 -0.3327789009 0.0617957525 -0.0022028987 0.0029255929 -0.6404680172 0.7679767572 -0.0024919077 0.0000000000 0.0000000000 0.0309467208
-0.1376613528 -0.0000955667 -0.0108253481 -0.0131553570 0.0061397250 -0.0627351722 0.1774486014 -0.3353170746 0.0020151164 0.0000283548 -0.0201176037 -0.6399147282 0.7684412403 -0.0026834224 -0.7684341515 -0.6399203526 -0.0033010922 -0.0042538720 -0.0000503841 0.9999909510 -0.0481307253 0.0395457657 0.0270692398 -0.0003384378 0.0000060628 -0.0001645983 -0.0007211808 -0.0000598539 -0.0568565205 0.1773029119 -0.3327640593 0.0634327605 -0.0023249413 0.0030067479 -0.6405872952 0.7678759565 -0.0026863119 0.0000000000 0.0000000000 0.0317650760
-0.1380084455 -0.0001177005 -0.0107580516 -0.0131479073 0.0061211255 -0.0627245608 0.1774487494 -0.3354179695 0.0022320514 0.0000308815 -0.0202403307 -0.6400195215 0.7683532295 -0.0028856386 -0.7683450486 -0.6400260245 -0.0035460190 -0.0045714789 -0.0000523553 0.9999895494 -0.0499941689 0.0411531016 0.0279463434 -0.0003670056 0.0000067630 -0.0001775706 -0.0007403507 -0.0000634932 -0.0565352738 0.1772909760 -0.3327488303 0.0650650412 -0.0024501604 0.0030878938 -0.6407095586 0.7677724733 -0.0028888235 0.0000000000 0.0000000000 0.0325807202
-0.1383450329 -0.0001407154 -0.0106754676 -0.0131404586 0.0061018672 -0.0627128254 0.1774489104 -0.3355194330 0.0024648211 0.0000334998 -0.0203450649 -0.6401275632 0.7682624018 -0.0030959303 -0.7682530049 -0.6401350475 -0.0038001806 -0.0049013493 -0.0000541426 0.9999879868 -0.0518414286 0.0427559655 0.0288207899 -0.0003971019 0.0000075221 -0.0001911233 -0.0007592214 -0.0000672267 -0.0562058762 0.1772784144 -0.3327331841 0.0666925535 -0.0025785465 0.0031690302 -0.6408347849 0.7676663112 -0.0030994289 0.0000000000 0.0000000000 0.0333936279
-0.1386715621 -0.0001645545 -0.0105780475 -0.0131330090 0.0060820300 -0.0626998853 0.1774490846 -0.3356213766 0.0027140172 0.0000361998 -0.0204323404 -0.6402388342 0.7681687645 -0.0033142735 -0.7681580189 -0.6402474101 -0.0040634860 -0.0052433980 -0.0000557158 0.9999862517 -0.0536696650 0.0443523313 0.0296924852 -0.0004287617 0.0000083433 -0.0002052611 -0.0007777927 -0.0000710529 -0.0558683574 0.1772651970 -0.3327171504 0.0683152825 -0.0027100914 0.0032501570 -0.6409629513 0.7675574735 -0.0033181044 0.0000000000 0.0000000000 0.0342037772
-0.1389881372 -0.0001892000 -0.0104662320 -0.0131255900 0.0060616801 -0.0626856569 0.1774492725 -0.3357237141 0.0029802267 0.0000389703 -0.0205026680 -0.6403533144 0.7680723252 -0.0035406343 -0.7680600891 -0.6403631002 -0.0043358301 -0.0055975226 -0.0000570433 0.9999843321 -0.0554761276 0.0459402262 0.0305613466 -0.0004620193 0.0000092297 -0.0002199881 -0.0007960647 -0.0000749703 -0.0555227324 0.1772513092 -0.3327006996 0.0699331760 -0.0028447856 0.0033312740 -0.6410940345 0.7674459636 -0.0035448163 0.0000000000 0.0000000000 0.0350111499
-0.1392947137 -0.0002146019 -0.0103404727 -0.0131181106 0.0060408795 -0.0626700538 0.1774494744 -0.3358263622 0.0032640309 0.0000417984 -0.0205565522 -0.6404709835 0.7679730913 -0.0037749691 -0.7679592143 -0.6404821057 -0.0046170941 -0.0059636042 -0.0000580925 0.9999822159 -0.0572581470 0.0475177358 0.0314273009 -0.0004969086 0.0000101849 -0.0002353080 -0.0008140379 -0.0000789773 -0.0551690310 0.1772367358 -0.3326838315 0.0715462193 -0.0029826204 0.0034123806 -0.6412280110 0.7673317847 -0.0037795211 0.0000000000 0.0000000000 0.0358157319
-0.1395917535 -0.0002407171 -0.0102012074 -0.0131106908 0.0060196868 -0.0626529864 0.1774496905 -0.3359292399 0.0035660049 0.0000446695 -0.0205944993 -0.6405918206 0.7678710707 -0.0040172251 -0.7678553931 -0.6406044140 -0.0049071461 -0.0063415076 -0.0000588297 0.9999798907 -0.0590131417 0.0490830001 0.0322902837 -0.0005334629 0.0000112122 -0.0002512243 -0.0008317131 -0.0000830724 -0.0548072793 0.1772214770 -0.3326665759 0.0731543675 -0.0031235870 0.0034934771 -0.6413648569 0.7672149399 -0.0040221660 0.0000000000 0.0000000000 0.0366175129
-0.1398790777 -0.0002674814 -0.0100489082 -0.0131032420 0.0059981532 -0.0626343626 0.1774499211 -0.3360322687 0.0038867166 0.0000475676 -0.0206169912 -0.6407158045 0.7677662715 -0.0042673401 -0.7677486244 -0.6407300125 -0.0052058413 -0.0067310823 -0.0000592203 0.9999773443 -0.0607386144 0.0506342124 0.0331502390 -0.0005717147 0.0000123152 -0.0002677399 -0.0008490912 -0.0000872541 -0.0544374958 0.1772055030 -0.3326489031 0.0747575909 -0.0032676766 0.0035745627 -0.6415045482 0.7670954322 -0.0042726891 0.0000000000 0.0000000000 0.0374164871
-0.1401566863 -0.0002948623 -0.0098840017 -0.0130957626 0.0059763305 -0.0626140872 0.1774501662 -0.3361353725 0.0042267264 0.0000504747 -0.0206245185 -0.6408429138 0.7676587015 -0.0045252435 -0.7676389074 -0.6408588881 -0.0055130226 -0.0071321623 -0.0000592285 0.9999745641 -0.0624321616 0.0521696207 0.0340071180 -0.0006116962 0.0000134974 -0.0002848573 -0.0008661735 -0.0000915210 -0.0540597104 0.1771887839 -0.3326308131 0.0763558671 -0.0034148800 0.0036556376 -0.6416470604 0.7669732646 -0.0045310195 0.0000000000 0.0000000000 0.0382126529
-0.1404255033 -0.0003228216 -0.0097069582 -0.0130883427 0.0059542628 -0.0625920623 0.1774504258 -0.3362384778 0.0045865860 0.0000533712 -0.0206175710 -0.6409731264 0.7675483691 -0.0047908557 -0.7675262411 -0.6409910277 -0.0058285211 -0.0075445674 -0.0000588179 0.9999715376 -0.0640914611 0.0536875264 0.0348608795 -0.0006534390 0.0000147625 -0.0003025789 -0.0008829616 -0.0000958715 -0.0536739454 0.1771713346 -0.3326123357 0.0779491588 -0.0035651885 0.0037367013 -0.6417923692 0.7668484398 -0.0047970779 0.0000000000 0.0000000000 0.0390060133
